528,28.0,1310.0,979.0,28.0,29.0,1992.0,1038.0,23.0,26.0,3124.0,877.0,43.0,29.0,2809.0,766.0,32.0,25.0,2037.0,1396.5,24.0,24.0,2899.0,1229.0,33.0,20.0,2960.0,995.0,37.0,25.0,3325.0,437.0,47.0,23.0,2398.0,778.0,23.0,25.0,2149.0,533.0,21.0,31.0,2823.0,288.0,42.0,21.0,3082.0,844.0,35.0,28.0,3100.0,695.0,38.0,21.0,3342.5,975.5,36.0,25.0,3185.0,1016.0,36.0,35.0,3276.0,740.0,47.0,22.0,2393.0,1025.0,28.0,24.0,3021.0,590.0,36.0,21.0,2834.0,271.0,33.0,28.0,2127.0,608.0,20.0,23.0,2681.0,1226.0,26.0,27.0,3385.0,463.0,29.0,14.0,3397.25,471.5,14.0
529,27.5,1310.5,978.5,28.0,29.0,1992.0,1037.0,22.0,25.0,3124.0,876.0,43.0,29.0,2810.0,765.0,32.0,25.0,2037.0,1396.0,24.0,24.0,2898.0,1228.0,33.0,20.0,2957.0,994.0,37.0,26.0,3328.0,436.0,46.0,23.0,2398.0,777.0,23.0,25.0,2150.0,532.0,21.0,31.0,2825.0,289.0,41.0,21.0,3081.5,844.0,35.0,28.0,3100.0,693.0,38.0,21.0,3343.0,976.0,36.0,25.0,3184.0,1017.0,37.0,35.0,3280.0,739.0,46.0,22.0,2394.0,1024.0,28.0,25.0,3021.0,586.0,36.0,21.0,2838.0,271.0,33.0,27.0,2128.0,607.0,20.0,23.0,2682.0,1225.0,26.0,27.0,3385.0,463.0,30.0,14.0,3397.3333333333335,471.6666666666667,14.0
530,27.0,1311.0,978.0,28.0,29.0,1992.0,1036.0,22.0,24.0,3124.0,876.0,44.0,29.0,2810.0,764.0,32.0,25.0,2037.0,1395.5,24.0,24.0,2897.0,1228.0,33.0,20.0,2954.0,994.0,38.0,26.0,3332.0,436.0,44.0,24.0,2398.0,775.0,23.0,24.0,2150.0,530.0,20.0,32.0,2828.0,290.0,40.0,21.0,3081.0,844.0,35.0,28.0,3100.0,692.0,38.0,20.0,3343.0,976.0,36.0,25.0,3183.0,1017.0,37.0,36.0,3284.0,738.0,46.0,22.0,2394.0,1022.0,28.0,25.0,3021.0,582.0,36.0,21.0,2842.0,270.0,32.0,27.0,2129.0,606.0,20.0,23.0,2683.0,1225.0,27.0,28.0,3384.0,462.0,31.0,14.0,3397.4166666666665,471.8333333333333,14.0
531,27.0,1312.0,978.0,28.0,29.0,1993.0,1035.0,22.0,24.0,3124.0,874.0,44.0,29.0,2811.0,763.0,32.0,25.0,2037.0,1395.0,24.0,24.0,2896.0,1227.0,33.0,20.0,2951.0,993.0,37.0,27.0,3336.0,435.0,43.0,25.0,2398.0,774.0,23.0,24.0,2151.0,529.0,20.0,31.0,2830.0,291.0,39.0,21.0,3080.5,844.0,35.0,28.0,3100.0,690.0,38.0,20.0,3343.0,976.5,36.0,25.0,3181.0,1017.0,37.0,35.0,3286.0,736.0,46.0,21.0,2394.0,1021.0,28.0,26.0,3022.0,578.0,36.0,22.0,2846.0,270.0,32.0,26.0,2130.0,604.0,20.0,23.0,2684.0,1224.0,27.0,28.0,3384.0,462.0,32.0,14.0,3397.5,472.0,14.0
532,27.0,1312.5,977.5,28.0,28.0,1993.0,1033.0,21.0,25.0,3125.0,873.0,44.0,29.0,2812.0,762.0,32.0,25.0,2037.0,1394.0,24.0,23.0,2895.0,1226.0,32.0,20.0,2948.0,992.0,37.0,27.0,3340.0,434.0,41.0,25.0,2398.0,772.0,23.0,24.0,2152.0,528.0,20.0,31.0,2833.0,293.0,38.0,21.0,3080.0,844.0,35.0,28.0,3100.0,689.0,38.0,20.0,3343.0,977.0,36.0,25.0,3180.0,1017.0,37.0,34.0,3289.0,735.0,46.0,22.0,2395.0,1020.0,28.0,26.0,3022.0,574.0,36.0,22.0,2849.0,270.0,31.0,26.0,2131.0,603.0,20.0,23.0,2685.0,1224.0,27.0,29.0,3384.0,462.0,33.0,14.0,3397.5833333333335,472.1666666666667,14.0
533,27.0,1313.0,977.0,28.0,28.0,1993.0,1032.0,21.0,26.0,3125.0,872.0,44.0,29.0,2812.0,761.0,32.0,25.0,2037.0,1393.5,24.0,23.0,2894.0,1226.0,32.0,20.0,2946.0,991.0,36.0,28.0,3344.0,434.0,40.0,26.0,2397.0,771.0,22.0,24.0,2152.0,527.0,20.0,31.0,2836.0,294.0,38.0,22.0,3080.0,844.0,36.0,28.0,3100.0,688.0,38.0,20.0,3343.0,977.3333333333334,36.0,25.0,3179.0,1018.0,38.0,34.0,3292.0,734.0,46.0,22.0,2395.0,1019.0,28.0,27.0,3022.0,570.0,36.0,23.0,2853.0,270.0,31.0,25.0,2132.0,602.0,20.0,23.0,2686.0,1223.0,27.0,29.0,3383.0,461.0,33.0,14.0,3397.6666666666665,472.3333333333333,14.0
534,26.0,1314.0,977.0,28.0,28.0,1993.0,1031.0,20.0,27.0,3126.0,871.0,44.0,28.0,2813.0,760.0,33.0,25.0,2037.0,1393.0,24.0,23.0,2893.0,1225.0,32.0,20.0,2943.0,991.0,36.0,28.0,3345.0,434.0,40.0,26.0,2397.0,769.0,22.0,24.0,2153.0,526.0,20.0,31.0,2839.0,296.0,37.0,22.0,3079.0,844.0,36.0,28.0,3100.0,687.0,38.0,20.0,3343.0,977.6666666666666,36.0,25.0,3177.0,1018.0,38.0,33.0,3294.0,732.0,46.0,22.0,2396.0,1018.0,28.0,27.0,3023.0,566.0,36.0,23.0,2857.0,271.0,31.0,25.0,2133.0,601.0,20.0,23.0,2688.0,1222.0,28.0,30.0,3383.0,461.0,34.0,14.0,3397.75,472.5,14.0
535,26.0,1314.0,976.0,28.0,28.0,1994.0,1030.0,20.0,28.0,3126.0,870.0,44.0,28.0,2813.0,759.0,33.0,24.0,2037.0,1393.0,25.0,23.0,2892.0,1224.0,32.0,20.0,2940.0,990.0,36.0,28.0,3346.0,435.0,40.0,27.0,2397.0,768.0,22.0,24.0,2153.0,525.0,20.0,30.0,2842.0,297.0,36.0,22.5,3079.0,844.5,36.0,28.0,3100.0,686.0,38.0,20.0,3343.0,978.0,36.0,25.0,3176.0,1018.0,38.0,33.0,3297.0,731.0,46.0,22.0,2396.0,1016.0,28.0,28.0,3023.0,562.0,36.0,24.0,2860.0,271.0,30.0,24.0,2134.0,600.0,20.0,23.0,2689.0,1222.0,28.0,30.0,3383.0,461.0,35.0,14.0,3397.8333333333335,472.6666666666667,14.0
536,26.0,1315.0,976.0,28.0,28.0,1994.0,1029.0,20.0,29.0,3127.0,869.0,44.0,28.0,2814.0,758.0,33.0,24.0,2037.0,1392.0,25.0,23.0,2891.0,1224.0,32.0,20.0,2938.0,989.0,35.0,29.0,3348.0,436.0,40.0,28.0,2397.0,766.0,22.0,24.0,2154.0,524.0,20.0,30.0,2845.0,299.0,36.0,23.0,3079.0,845.0,36.0,28.0,3100.0,685.0,38.0,20.0,3343.0,978.3333333333334,36.0,25.0,3175.0,1019.0,39.0,32.0,3300.0,730.0,46.0,21.0,2396.0,1015.0,28.0,28.0,3023.0,558.0,36.0,24.0,2864.0,272.0,30.0,24.0,2135.0,599.0,20.0,23.0,2690.0,1221.0,28.0,31.0,3382.0,460.0,36.0,14.0,3397.9166666666665,472.8333333333333,14.0
537,26.0,1316.0,976.0,28.0,28.0,1994.0,1028.0,19.0,30.0,3128.0,868.0,44.0,28.0,2815.0,757.0,33.0,24.0,2037.0,1391.5,25.0,23.0,2890.0,1223.0,32.0,20.0,2935.0,988.0,35.0,29.0,3349.0,436.0,40.0,28.0,2397.0,765.0,22.0,24.0,2154.0,523.0,20.0,30.0,2848.0,300.0,35.0,23.0,3078.5,845.0,36.0,28.0,3100.0,684.0,38.0,20.0,3343.0,978.6666666666666,36.0,24.0,3173.0,1019.0,39.0,32.0,3303.0,729.0,46.0,22.0,2397.0,1014.0,28.0,29.0,3024.0,554.0,36.0,25.0,2868.0,272.0,30.0,24.0,2136.0,598.0,20.0,23.0,2691.0,1221.0,28.0,31.0,3382.0,460.0,37.0,14.0,3398.0,473.0,14.0
538,25.0,1316.0,975.0,28.0,28.0,1995.0,1027.0,19.0,29.0,3129.0,866.0,43.0,28.0,2815.0,756.0,33.0,24.0,2037.0,1391.0,25.0,23.0,2889.0,1222.0,32.0,20.0,2933.0,988.0,35.0,29.0,3350.0,437.0,40.0,29.0,2396.0,763.0,22.0,24.0,2155.0,523.0,20.0,30.0,2851.0,302.0,34.0,23.0,3078.0,845.0,36.0,28.0,3100.0,683.0,38.0,20.0,3343.0,979.0,36.0,24.0,3172.0,1019.0,39.0,31.0,3305.0,727.0,46.0,22.0,2397.0,1013.0,28.0,29.0,3024.0,550.0,36.0,26.0,2872.0,273.0,30.0,24.0,2136.0,597.0,20.0,22.0,2692.0,1220.0,29.0,32.0,3382.0,460.0,38.0,14.0,3396.3333333333335,471.0,14.0
539,25.0,1317.0,975.0,28.0,28.0,1995.0,1026.0,18.0,29.0,3130.0,865.0,43.0,28.0,2816.0,755.0,33.0,24.0,2037.0,1390.5,25.0,23.0,2888.0,1222.0,32.0,20.0,2930.0,987.0,34.0,30.0,3352.0,438.0,40.0,30.0,2396.0,762.0,22.0,24.0,2156.0,522.0,20.0,30.0,2854.0,304.0,34.0,24.0,3078.0,846.0,36.0,28.0,3100.0,682.0,38.0,20.0,3343.5,979.5,36.0,24.0,3170.0,1019.0,39.0,31.0,3308.0,726.0,46.0,22.0,2398.0,1012.0,28.0,30.0,3024.0,546.0,36.0,26.0,2875.0,273.0,29.0,24.0,2137.0,596.0,21.0,22.0,2693.0,1220.0,29.0,32.0,3382.0,460.0,37.0,14.0,3394.6666666666665,469.0,14.0
540,25.0,1318.0,975.0,28.0,28.0,1995.0,1025.0,18.0,29.0,3131.0,864.0,43.0,28.0,2817.0,754.0,33.0,24.0,2037.0,1390.0,25.0,22.0,2887.0,1221.0,32.0,20.0,2927.0,986.0,34.0,30.0,3353.0,438.0,40.0,30.0,2396.0,760.0,22.0,24.0,2156.0,521.0,20.0,30.0,2856.0,305.0,33.0,24.333333333333258,3078.0,846.3333333333334,36.0,28.0,3100.0,681.0,38.0,20.0,3344.0,980.0,36.0,24.0,3169.0,1020.0,40.0,30.0,3311.0,725.0,46.0,22.0,2398.0,1010.0,27.0,30.0,3025.0,542.0,36.0,27.0,2879.0,273.0,29.0,24.0,2138.0,595.0,22.0,22.0,2694.0,1219.0,29.0,32.0,3383.0,460.0,36.0,14.0,3393.0,467.0,14.0
541,25.0,1318.5,975.0,28.0,28.0,1996.0,1024.0,18.0,29.0,3132.0,863.0,43.0,28.0,2817.0,753.0,33.0,24.0,2037.0,1389.0,25.0,22.0,2886.0,1220.0,32.0,20.0,2925.0,985.0,33.0,30.0,3354.0,439.0,40.0,31.0,2396.0,759.0,22.0,24.0,2157.0,520.0,20.0,30.0,2858.0,306.0,32.0,24.666666666666742,3078.0,846.6666666666666,36.0,28.0,3100.0,680.0,38.0,20.0,3344.0,979.0,36.0,24.0,3168.0,1020.0,40.0,30.0,3314.0,724.0,46.0,22.0,2398.0,1009.0,27.0,31.0,3025.0,538.0,36.0,27.0,2883.0,274.0,29.0,24.0,2138.0,594.0,23.0,22.0,2695.0,1219.0,29.0,32.0,3384.0,460.0,35.0,14.0,3386.5,465.0,14.0
542,25.0,1319.0,975.0,28.0,27.0,1996.0,1022.0,18.0,29.0,3133.0,862.0,43.0,28.0,2818.0,752.0,33.0,24.0,2037.0,1388.5,25.0,22.0,2885.0,1220.0,32.0,20.0,2922.0,985.0,33.0,31.0,3356.0,440.0,40.0,32.0,2396.0,758.0,22.0,24.0,2157.0,519.0,20.0,30.0,2860.0,307.0,32.0,25.0,3078.0,847.0,36.0,28.0,3100.0,679.0,38.0,20.0,3344.0,979.0,36.5,24.0,3166.0,1020.0,40.0,29.0,3317.0,722.0,44.0,23.0,2399.0,1008.0,27.0,31.0,3025.0,534.0,36.0,28.0,2886.0,274.0,28.0,24.0,2139.0,593.0,23.0,22.0,2697.0,1218.0,30.0,32.0,3385.0,461.0,35.0,14.0,3380.0,463.0,14.0
543,25.0,1320.0,974.0,28.0,28.0,1996.0,1021.0,19.0,29.0,3134.0,861.0,43.0,28.0,2818.0,751.0,33.0,24.0,2037.0,1388.0,25.0,22.0,2884.0,1219.0,32.0,20.0,2919.0,984.0,33.0,31.0,3357.0,440.0,40.0,31.0,2396.0,757.0,22.0,24.0,2158.0,518.0,20.0,30.0,2862.0,308.0,31.0,25.0,3077.0,847.0,36.0,28.0,3100.0,678.0,38.0,20.0,3344.0,979.0,37.0,24.0,3165.0,1020.0,40.0,29.0,3320.0,721.0,43.0,23.0,2399.0,1007.0,26.0,32.0,3026.0,530.0,36.0,28.0,2890.0,275.0,28.0,24.0,2140.0,592.0,24.0,22.0,2698.0,1217.0,30.0,32.0,3385.0,461.0,34.0,14.0,3374.0,463.0,14.0
544,25.0,1320.5,974.0,28.0,28.0,1996.0,1020.0,20.0,29.0,3135.0,860.0,42.0,28.0,2819.0,750.0,33.0,24.0,2037.0,1387.5,25.0,22.0,2883.0,1218.0,32.0,20.0,2917.0,983.0,32.0,31.0,3358.0,441.0,40.0,31.0,2396.0,756.0,22.0,25.0,2159.0,518.0,21.0,30.0,2864.0,309.0,31.0,25.5,3077.0,847.5,36.0,28.0,3100.0,677.0,38.0,20.0,3344.0,979.0,37.5,24.0,3164.0,1021.0,41.0,28.0,3324.0,720.0,42.0,24.0,2399.0,1006.0,26.0,31.0,3027.0,526.0,36.0,29.0,2894.0,275.0,28.0,24.0,2140.0,592.0,25.0,22.0,2699.0,1217.0,30.0,32.0,3386.0,461.0,33.0,14.0,3374.8,462.4,14.0
545,25.0,1321.0,974.0,28.0,27.0,1996.0,1019.0,20.0,29.0,3136.0,859.0,42.0,28.0,2820.0,749.0,33.0,24.0,2037.0,1387.0,25.0,22.0,2882.0,1218.0,32.0,20.0,2914.0,982.0,32.0,32.0,3360.0,442.0,40.0,31.0,2396.0,755.0,22.0,25.0,2159.0,517.0,21.0,30.0,2866.0,310.0,30.0,26.0,3077.0,848.0,36.0,28.0,3100.0,676.0,38.0,20.0,3344.0,979.0,38.0,24.0,3162.0,1021.0,41.0,28.0,3327.0,718.0,40.0,24.0,2400.0,1005.0,26.0,30.0,3028.0,522.0,36.0,30.0,2898.0,276.0,28.0,24.0,2141.0,591.0,26.0,22.0,2700.0,1216.0,30.0,32.0,3387.0,461.0,32.0,14.0,3375.6,461.8,14.0
546,25.0,1322.0,974.0,28.0,28.0,1996.0,1018.0,21.0,29.0,3138.0,858.0,42.0,28.0,2820.0,748.0,33.0,24.0,2037.0,1386.5,25.0,22.0,2881.0,1217.0,32.0,20.0,2912.0,982.0,32.0,32.0,3360.2,442.2,40.0,30.0,2396.0,754.0,22.0,25.0,2160.0,516.0,21.0,30.0,2868.0,312.0,30.0,26.0,3076.5,848.0,36.0,28.0,3100.0,675.0,38.0,20.0,3344.0,979.0,38.5,24.0,3161.0,1021.0,41.0,27.0,3330.0,717.0,39.0,25.0,2400.0,1004.0,26.0,29.0,3029.0,518.0,36.0,30.0,2900.0,277.0,28.0,24.0,2142.0,590.0,26.0,22.0,2701.0,1216.0,31.0,32.0,3388.0,462.0,32.0,14.0,3376.4,461.2,14.0
547,24.5,1322.5,973.5,28.0,28.0,1996.0,1017.0,22.0,29.0,3139.0,857.0,42.0,28.0,2821.0,747.0,33.0,24.0,2037.0,1386.0,25.0,22.0,2880.0,1216.0,32.0,20.0,2908.0,981.0,32.0,32.0,3360.4,442.4,40.0,30.0,2396.0,754.0,23.0,25.0,2160.0,515.0,21.0,29.0,2868.0,312.0,31.0,26.0,3076.0,848.0,36.0,28.0,3100.0,674.0,38.0,20.0,3344.0,979.0,39.0,24.0,3160.0,1022.0,42.0,27.0,3334.0,716.0,38.0,25.0,2400.0,1003.0,25.0,28.0,3031.0,514.0,36.0,30.0,2902.0,278.0,28.0,24.0,2142.0,589.0,27.0,22.0,2702.0,1215.0,31.0,32.0,3385.0,463.0,33.0,14.0,3377.2,460.6,14.0
548,24.0,1323.0,973.0,28.0,27.0,1996.0,1015.0,22.0,29.0,3140.0,856.0,42.0,28.0,2822.0,746.0,34.0,24.0,2038.0,1386.0,26.0,22.0,2879.0,1215.5,32.0,20.0,2905.0,980.0,32.0,32.0,3360.6,442.6,40.0,30.0,2396.0,753.0,23.0,25.0,2161.0,514.0,21.0,29.0,2869.0,313.0,32.0,27.0,3076.0,849.0,36.0,28.0,3100.0,673.0,38.0,20.0,3344.0,979.0,39.5,24.0,3159.0,1022.0,41.0,26.0,3337.0,714.0,36.0,26.0,2401.0,1002.0,25.0,27.0,3032.0,510.0,36.0,30.0,2905.0,279.0,28.0,25.0,2143.0,588.0,28.0,22.0,2703.0,1215.0,31.0,32.0,3382.0,464.0,35.0,14.0,3378.0,460.0,14.0
549,24.0,1324.0,973.0,28.0,28.0,1996.0,1014.0,23.0,29.0,3141.0,855.0,42.0,27.0,2823.0,745.0,33.0,24.0,2038.0,1385.0,25.0,22.0,2878.0,1215.0,32.0,21.0,2902.0,979.0,33.0,32.0,3360.8,442.8,40.0,29.0,2396.0,752.0,23.0,25.0,2161.0,513.0,21.0,29.0,2870.0,314.0,33.0,27.333333333333258,3076.0,849.3333333333334,36.0,28.0,3100.0,672.0,38.0,20.0,3344.0,979.0,40.0,24.0,3158.0,1022.0,41.0,26.0,3340.0,713.0,35.0,26.0,2401.0,1001.0,25.0,26.0,3033.0,506.0,37.0,30.0,2907.0,280.0,29.0,25.0,2144.0,587.0,29.0,22.0,2704.0,1214.0,31.0,32.0,3379.0,465.0,36.0,14.0,3379.6,460.2,14.0
550,24.0,1324.5,973.0,28.0,28.0,1996.0,1013.0,24.0,29.0,3142.0,854.0,42.0,27.0,2824.0,745.0,33.0,24.0,2038.0,1384.0,25.0,22.0,2877.0,1214.0,32.0,21.0,2899.0,978.0,33.0,32.0,3361.0,443.0,40.0,29.0,2396.0,751.0,23.0,25.0,2162.0,513.0,21.0,28.0,2870.0,314.0,34.0,27.666666666666742,3076.0,849.6666666666666,36.0,28.0,3100.0,671.0,38.0,20.0,3344.5,978.5,40.5,24.0,3158.0,1022.0,40.0,26.0,3344.0,712.0,34.0,27.0,2402.0,1000.0,25.0,25.0,3034.0,502.0,37.0,30.0,2910.0,281.0,29.0,25.0,2144.0,586.0,29.0,22.0,2706.0,1214.0,32.0,32.0,3377.0,466.0,38.0,14.0,3381.2,460.4,14.0
551,24.0,1325.0,973.0,28.0,27.0,1996.0,1012.0,24.0,29.0,3143.0,852.0,41.0,27.0,2825.0,744.0,33.0,24.0,2038.0,1383.5,25.0,22.0,2876.0,1214.0,32.0,22.0,2896.0,977.0,34.0,32.0,3361.25,443.25,40.0,29.0,2396.0,751.0,24.0,25.0,2163.0,512.0,21.0,28.0,2871.0,315.0,35.0,28.0,3076.0,850.0,36.0,28.0,3100.0,670.0,38.0,20.0,3345.0,978.0,41.0,25.0,3157.0,1022.0,40.0,25.0,3345.0,710.0,33.0,27.0,2402.0,998.0,24.0,24.0,3036.0,498.0,37.0,30.0,2912.0,282.0,29.0,25.0,2145.0,586.0,30.0,21.0,2707.0,1213.0,32.0,32.0,3374.0,467.0,39.0,14.0,3382.8,460.6,14.0
552,24.0,1326.0,973.0,28.0,28.0,1996.0,1011.0,25.0,29.0,3144.0,851.0,41.0,27.0,2826.0,744.0,33.0,24.0,2038.0,1383.0,25.0,23.0,2874.0,1213.0,32.0,22.0,2892.0,976.0,34.0,32.0,3361.5,443.5,40.0,28.0,2396.0,750.0,24.0,25.0,2163.0,511.0,21.0,28.0,2872.0,316.0,36.0,27.0,3075.0,850.0,36.0,28.0,3100.0,669.0,38.0,20.0,3345.0,978.0,41.5,25.0,3156.0,1022.0,39.0,25.0,3347.0,708.0,33.0,27.0,2402.0,997.0,24.0,23.0,3037.0,494.0,37.0,30.0,2914.0,283.0,30.0,25.0,2146.0,585.0,31.0,21.0,2708.0,1212.0,32.0,32.0,3371.0,468.0,41.0,14.0,3384.4,460.8,14.0
553,24.0,1326.0,972.0,28.0,28.0,1996.0,1010.0,26.0,29.0,3145.0,850.0,41.0,26.0,2827.0,744.0,33.0,25.0,2038.0,1383.0,24.0,23.0,2873.0,1212.0,32.0,22.0,2889.0,975.0,34.0,32.0,3361.75,443.75,40.0,28.0,2396.0,749.0,24.0,25.0,2164.0,510.0,21.0,27.0,2874.0,317.0,35.0,26.5,3074.5,850.0,36.0,28.0,3100.0,668.0,38.0,20.0,3345.0,978.0,42.0,25.5,3155.5,1022.0,38.5,25.0,3348.0,707.0,33.0,28.0,2403.0,996.0,24.0,22.0,3038.0,490.0,37.0,30.0,2917.0,284.0,30.0,25.0,2146.0,584.0,32.0,21.0,2709.0,1212.0,32.0,32.0,3368.0,469.0,42.0,14.0,3386.0,461.0,14.0
554,24.0,1327.0,972.0,28.0,27.0,1996.0,1009.0,25.0,29.0,3147.0,849.0,41.0,26.0,2828.0,743.0,33.0,25.0,2038.0,1382.0,24.0,23.0,2872.0,1212.0,32.0,23.0,2886.0,974.0,35.0,32.0,3362.0,444.0,40.0,28.0,2396.0,748.0,24.0,25.0,2164.0,509.0,21.0,27.0,2877.0,318.0,34.0,26.0,3074.0,850.0,36.0,28.0,3100.0,667.0,38.0,20.0,3345.0,978.0,42.5,26.0,3155.0,1022.0,38.0,25.0,3350.0,705.0,33.0,28.0,2403.0,995.0,23.0,22.0,3040.0,486.0,38.0,30.0,2919.0,285.0,30.0,25.0,2147.0,583.0,32.0,21.0,2711.0,1211.0,32.0,32.0,3366.0,470.0,44.0,14.0,3387.0,461.3333333333333,14.0
555,24.0,1328.0,972.0,28.0,28.0,1996.0,1008.0,25.0,29.0,3148.0,848.0,41.0,26.0,2829.0,743.0,33.0,25.0,2038.0,1381.5,24.0,23.0,2870.0,1211.0,32.0,23.0,2883.0,973.0,35.0,32.0,3362.25,444.25,40.0,27.0,2396.0,747.0,24.0,25.0,2165.0,508.0,21.0,26.0,2879.0,319.0,33.0,26.0,3074.0,851.0,36.0,28.0,3100.0,666.0,38.0,20.0,3345.0,978.0,43.0,26.0,3154.5,1022.0,37.5,25.0,3352.0,703.0,33.0,29.0,2403.0,994.0,23.0,22.0,3042.0,482.0,37.0,30.0,2922.0,286.0,31.0,25.0,2148.0,582.0,33.0,21.0,2712.0,1210.0,32.0,31.0,3363.0,469.0,45.0,14.0,3388.0,461.6666666666667,14.0
556,24.0,1328.5,972.0,28.0,28.0,1997.0,1007.0,25.0,29.0,3149.0,847.0,41.0,26.0,2831.0,743.0,33.0,25.0,2038.0,1381.0,24.0,24.0,2869.0,1210.0,33.0,24.0,2880.0,972.0,36.0,32.0,3362.5,444.5,40.0,27.0,2396.0,747.0,25.0,26.0,2166.0,508.0,22.0,26.0,2882.0,320.0,32.0,25.0,3073.0,851.0,36.0,28.0,3100.0,665.0,38.0,20.0,3345.0,978.0,43.5,26.0,3154.0,1022.0,37.0,24.0,3353.0,702.0,32.0,29.0,2404.0,993.0,23.0,22.0,3044.0,479.0,37.0,30.0,2924.0,287.0,31.0,25.0,2148.0,581.0,34.0,21.0,2713.0,1210.0,32.0,31.0,3360.0,469.0,46.0,14.0,3389.0,462.0,14.0
557,24.0,1329.0,972.0,28.0,27.0,1997.0,1006.0,25.0,29.0,3150.0,846.0,41.0,25.0,2832.0,742.0,32.0,25.5,2038.0,1380.5,23.5,24.0,2868.0,1210.0,33.0,24.0,2876.0,971.0,36.0,32.0,3362.75,444.75,40.0,27.0,2396.0,746.0,25.0,26.0,2166.0,507.0,22.0,26.0,2882.5,320.5,32.0,24.5,3072.5,851.0,36.0,28.0,3101.0,665.0,38.0,20.0,3345.0,978.0,44.0,27.0,3153.0,1022.0,37.0,24.0,3355.0,700.0,32.0,30.0,2404.0,992.0,23.0,23.0,3046.0,476.0,37.0,30.0,2927.0,288.0,31.0,25.0,2149.0,580.0,35.0,21.0,2714.0,1209.0,32.0,31.0,3357.0,469.0,47.0,14.0,3390.0,462.3333333333333,14.0
558,24.0,1330.0,972.0,28.0,28.0,1998.0,1005.0,25.0,28.0,3151.0,845.0,40.0,25.0,2833.0,742.0,32.0,26.0,2038.0,1380.0,23.0,24.0,2866.0,1209.0,33.0,24.0,2873.0,970.0,36.0,32.0,3363.0,445.0,40.0,26.0,2396.0,745.0,25.0,26.0,2166.5,506.5,22.0,26.0,2883.0,321.0,32.0,24.0,3072.0,851.0,36.0,28.0,3101.0,664.0,38.0,20.0,3345.0,978.0,44.5,27.0,3153.0,1022.0,36.0,24.0,3357.0,698.0,32.0,30.0,2404.0,991.0,22.0,23.0,3048.0,472.0,37.0,30.0,2929.0,289.0,32.0,26.0,2150.0,580.0,36.0,21.0,2716.0,1208.0,32.0,31.0,3354.0,469.0,49.0,14.0,3391.0,462.6666666666667,14.0
559,24.0,1330.0,971.0,27.0,28.0,1998.0,1004.0,24.0,28.0,3152.0,844.0,40.0,25.0,2834.0,741.0,32.0,26.0,2038.0,1379.5,23.0,24.0,2865.0,1208.0,33.0,25.0,2870.0,969.0,37.0,32.0,3363.25,445.25,40.0,26.0,2396.0,744.0,25.0,26.0,2167.0,506.0,22.0,26.0,2884.0,322.0,32.0,24.0,3072.0,852.0,36.0,28.0,3101.0,663.0,38.0,20.0,3345.0,978.0,45.0,27.0,3152.0,1022.0,36.0,24.0,3358.0,697.0,32.0,31.0,2405.0,990.0,22.0,24.0,3051.0,469.0,36.0,30.0,2931.0,290.0,32.0,26.0,2150.0,578.0,35.0,21.0,2717.0,1208.0,32.0,30.0,3351.0,468.0,50.0,14.0,3392.0,463.0,14.0
560,24.25,1330.0,971.0,27.0,28.0,1999.0,1003.0,24.0,28.0,3153.0,843.0,40.0,25.0,2835.0,741.0,32.0,26.0,2038.0,1379.0,23.0,25.0,2864.0,1208.0,33.0,25.0,2867.0,968.0,37.0,32.0,3363.5,445.5,40.0,26.0,2396.0,744.0,26.0,26.0,2167.5,505.5,22.0,27.0,2885.0,322.0,33.0,23.0,3071.0,852.0,36.0,28.0,3101.5,662.5,38.0,20.0,3345.5,978.0,45.5,28.0,3152.0,1022.0,36.0,24.0,3360.0,695.0,32.0,31.0,2405.0,989.0,22.0,24.0,3053.0,466.0,36.0,30.0,2934.0,291.0,32.0,26.0,2151.0,577.0,35.0,21.0,2718.0,1207.0,32.0,30.0,3348.0,468.0,51.0,14.0,3391.6666666666665,463.6666666666667,14.0
561,24.5,1330.0,971.0,27.0,28.0,1999.0,1002.0,24.0,28.0,3154.0,842.0,40.0,24.0,2836.0,741.0,32.0,26.0,2038.0,1378.5,23.0,25.0,2862.0,1207.0,33.0,26.0,2864.0,968.0,38.0,32.0,3363.75,445.75,40.0,26.0,2396.0,742.0,25.0,26.0,2168.0,505.0,22.0,27.0,2886.0,323.0,33.0,23.0,3071.0,852.0,37.0,28.0,3102.0,662.0,38.0,20.0,3346.0,978.0,46.0,27.0,3150.0,1022.0,36.0,24.0,3362.0,694.0,32.0,32.0,2406.0,988.0,22.0,25.0,3055.0,462.0,36.0,30.0,2936.0,292.0,33.0,27.0,2152.0,575.0,35.0,21.0,2720.0,1206.0,32.0,30.0,3345.0,468.0,52.0,14.0,3391.3333333333335,464.3333333333333,14.0
